번호,통화일시,신고내역(위치),동물종
933,2023-07-12 17:16,내곡한라 후문쪽에 디스카운트 마트 앞에 고양이 사체 잇음.,고양이
934,2023-07-13 08:54,"어제 국토관리부에 로드킬 신고했었음. 시청쪽이라고 연결해준다고햇는데 안치워짐주문진-> 강릉 가는 방향 , 즈므고가도로 중간쯤에 노란 고양이 새끼. 오른쪽으로 잇음",고양이
935,2023-07-13 08:56,동인병원 로드킬 신고 문의,불명
936,2023-07-13 11:51,고양이사체 로드킬신고.강릉치대 들어가는 도로입구쪽(솔올사거리~회전교차료 나가는 방향),고양이
937,2023-07-13 12:07,길고양이사체 - 내곡동 범일로 주유소 건너편 ,고양이
938,2023-07-13 13:37,고라니새끼가 다쳐서 못 움직임 / 주문진에서 북강릉 IC 진입로 북강릉 ic 진입로 옆 버스정류장 사이 풀숲으로 들어감 많이 다쳐있는데 움직일 수 있는지 이동함,고라니
939,2023-07-14 17:29,새끼 새 떨어져서 날지못해서 박스에 넣어둠 교동택지 목구멍 앞  ,새 
940,2023-07-17 13:48,국민고 110 / 로드킬 고양시 사체 모전교차로,고양이
941,2023-07-18 10:11,7번국도 북강릉아이시쪽으로 얼마못가서 검은색새끼고양이 ,고양이
942,2023-07-18 16:40,"고양이 로드킬 사체 - 위치 : 강릉초등학교 부근 새마을금고 있고, 새마을금고에서 서부시장 방향으로 조금만 더 내려오면 복권방이 있음. 복권방 앞 쪽.",고양이
943,2023-07-19 09:22,길에 고양이 사체 / 화부산로 8번길 31 앞에 도로 ,고양이
944,2023-07-19 13:22,선교장~경포해변. 고양이사체,고양이
945,2023-07-19 17:37,[로드킬] 내곡동 주민센터에서 기산아파트 가는 4차선 큰 도로에 고양이사체,고양이
946,2023-07-20 10:04,"신고- 임영로179번길 서부시장뒤쪽 공영주차장, 길가에 길고양이가 죽어있음. ",고양이
947,2023-07-20 11:32,야생로드킬//터미널에서 교동택지 4차선 도로에 우편집중 ,불명
948,2023-07-20 11:35,길고양이 사체 우편집중국에서 택지 쪽으로 가면 버스정류장 ,고양이
949,2023-07-20 11:45,교동로드킬-택지(우편집중국),불명
950,2023-07-20 12:55,넘버25호 호텔 앞 도로쪽에 로드킬 당해서 죽어있음,불명
951,2023-07-20 12:59,더호텔비지니스입구 옆 철조망안에 강아지사체,강아지
952,2023-07-21 08:34,내곡동 관대가는길 현대오일뱅크앞에 새끼고양이 사체 있음. ,고양이
953,2023-07-21 09:13,고양이 로드킬 : 안인화력발전소 ~ 모전삼거리 사이,고양이
954,2023-07-21 09:55,고양이 사체 신고 위치: 안인화력 발전소에서 강동초등학교 삼거리  ,고양이
955,2023-07-24 10:11,"7번 국도 고라니 사체 - 7번국도에서 정동진으로 나가다보면 남강릉ic 말고, 직진하다 보면성산조경 표지판이 있고, 교통량 조사하는 커다란 타워가 설치되어 있음 그 부근에 있음",고라니
956,2023-07-24 13:15,"[로드킬]아산병원 강릉약국 승강장 옆 인도, 새끼 고양이 사체.",고양이
957,2023-07-24 16:11,"사천병원 강릉약국앞, 버스정류장 좌측 고양이 사체 있음.",고양이
958,2023-07-24 16:47,"길고양이 사체처리 , 임영사거리 강릉역가능방향 토담한의원앞 ",고양이
959,2023-07-24 16:58,위치: 송정동 제방로 이마트 시내 방향 민락아파트 앞쪽연락처,불명
960,2023-07-25 14:52,위치: 회산동 이놈의 커피 입구 / 고양이사체 ,고양이
961,2023-07-26 11:15,고라니 사체 :가곡막국수 100미터 정도 지나서 ,고라니
962,2023-07-26 11:47,내곡교  다리 의료원 방면 다리 고양이 사체,고양이
963,2023-07-27 08:32,사천 모래네행복센터에서 운양초등학교 가는 방향 로드킬(고양이),고양이
964,2023-07-27 10:29,로드킬 고양이 사체 위치: 주문진에서 강릉 나가는 방향 / 북강릉에서 올라오는 길 ,고양이
965,2023-07-28 11:07,도로에 고양이 사체 지변길 2번지 건물 바로앞에 진주식당,고양이
966,2023-07-28 11:23,고양이 사체 국민주택으로 들어가다 영진 해안가 좌측 ,고양이
967,2023-07-28 13:07,"(삼산리1453-52)부연동마을 입구, 고라니가 경련을 하며 쓰러져있다고 하심.전화주신 민원인이 이동해야해서 도로변 철조망에 쇼핑백을 걸어두겠다고 하심.",고라니
968,2023-07-31 08:54,노암동에서 중앙고등학교 지하터널 오기 직전 고양이 로드킬,고양이
969,2023-08-01 09:35,"아기고라니 시체, 사천중학교 지나서~중앙서로길로 들어가는 도로 한가운데 있음",고라니
970,2023-08-03 09:24,고양이로드신고.대관령한증막 가기전 바로전 1차선도로에있음(대관령방향),고양이
971,2023-08-03 13:29,고양이로드킬 신고.경포오거리 입구에서 경포벚꽃길 방향으로 오른쪽편에 매화꽃농원 지나자마자 도로에 있음.,고양이
972,2023-08-03 18:03,"노암동 동물사체 로드킬, 위치 : 남산공원 앞쪽 단오제 할 때 그네타는 곳 비둘기 사체",비둘기
973,2023-08-04 10:38,[로드킬] 주문진~강릉 방향 경포 한국주방 가기전  경포로 들어가는 입구 (파크랜드) 고양,고양이
974,2023-08-04 17:25,[로드킬]유천동 투썸플레이스 앞 인도에 죽은 새,새
975,2023-08-07 09:25,고양이사체 처리.위촌리교회 앞 (현재는 운영하지는 않으나  칡꽃향기 가게앞),고양이
976,2023-08-07 13:49,내곡동 범일로 597농협뒤쪽 도로 ,불명
977,2023-08-07 16:08,내곡동 관동대 회전교차료안에 고양이 사체 ,고양이
978,2023-08-08 08:59,고라니 사체 왕산터널에서 임계방향으로 좌회전 새제마을 정유장 ,고라니
979,2023-08-08 09:14,로드킬 -> 왕산초등학교 가기전 고라니 로드킬 ,고라니
980,2023-08-08 10:29,로드킬 포남동~입암동 넘어가는 공단다리 고양이,고양이
981,2023-08-08 10:54,로드킬 -> 공단 다리 입암동 방향 2차선 고양이 로드킬 ,고양이
982,2023-08-09 09:22,로드킬 고라니  강릉원주치대병원 인근,고라니
983,2023-08-09 09:45,동해대로 고양이 사체 / 북강릉 IC에서 사천과학단지 오는 길 고가 위에  ,고양이
984,2023-08-09 16:41,포남우체국 앞 고양이 사체 처리요청,고양이
985,2023-08-11 09:15,고양이로드킬 신고.하늘채아파트공사현장 정문앞쪽 도로에 고양이 사체있음(이편안한세상 아파트~MBC방향),고양이
986,2023-08-11 15:35,"[로드킬] 유천택지~위촌리 쪽 더테라스 아파트 초입 부근 , 고양이 사체",고양이
987,2023-08-14 15:17,고양이로드킬 신고.허균허난설헌 생가터 주차장 입구 도로 중간쯤.,고양이
988,2023-08-14 16:38,주문진 삼우그린아파트 옆에 아파트공사 그사이에 고양이가 있다고함,고양이
989,2023-08-16 09:49,"[국민콜] 로드킬; 고라니 사체, 연곡면 진고개로 1072 ,산골이야기 펜션에서 1킬로 전  도로변",고라니
990,2023-08-16 10:08,로드킬 인도 / 강릉시 남부로 노래곡막국수 앞 인도 개사체 ,개
991,2023-08-17 12:02,고양이로드킬신고.원대로8번길38 대문앞에있음.,고양이
992,2023-08-18 14:13,"고라니사체, 월호평길 117(군부대 내부)",고라니
993,2023-08-24 09:59,[로드킬]고양이사체-송정길 5-9 라온빌 7동 빌라 내 도로,고양이
994,2023-08-25 15:52,고양이 사체 - 명주로 77번길 16  근처 골목 한 가운데 있음. ,고양이
995,2023-08-30 14:04,"입암동 공단, 강원여객정비공장 입구, 고양이 ",고양이
996,2023-08-31 08:29,로드킬 동물사체 - 남강릉ic에서 학산마을에서 학산교차로 사이 고양이 로드킬,고양이
997,2023-08-31 09:10,"고라니사체 , 모산초교 근처",고라니
998,2023-08-31 11:57,로드킬 - (강릉ic방면) 강릉교도소 쯤 위치한 고속도로 길 고양이,고양이
999,2023-08-31 12:24,[로드킬) 하시동 공군부대 가는 신석교차로 삼거리  신속교 다리(오른쪽에 농산물시장가는 족) 1차선에 고양이사체,고양이
1000,2023-08-31 17:27,로드킬 / 관대 앞에 올라 가면 신화건설 앞 도로 중앙 고양이 사체 ,고양이
1001,2023-09-01 08:45,"고양이사체, 종합운동장~ mbc방향",고양이
1002,2023-09-04 12:31,"고양이사체, 회산교 건너서 우회전하면 있다고 하심. ",고양이
1003,2023-09-04 17:52,주문진 명주새마을금고 앞 고양이 로드킬 ,고양이
1004,2023-09-05 08:53,원주지방국도관리청 ->강원도립대학교 ~ 강북공설운동장 가는 방향 1차선 도로변에 고라니 로드킬 신고 ,고라니
1005,2023-09-11 08:34,"고양이, 쌍둥이 회전교차로  지난후 우회전 강남동방향 도로에 있다고 함.",고양이
1006,2023-09-11 08:50,"남부지구대~ 공단방향, 신협가기전 고양이사체",고양이
1007,2023-09-11 15:53,"고양이 로드킬 -> 강릉시 주문진읍 해안로 1804, 고양이 로드킬",고양이
1008,2023-09-11 18:16,수리골추어탕 맞은편길에 고라니사체 처리.,고라니
1009,2023-09-14 09:22,"아산병원-> 강릉 오는길에 교량 , 교량 중앙분리대쪽에 개 사체있음 . ",개
1010,2023-09-14 09:28,강원도청 콜센터 -강아지 로드킬 신고.주문진에서 강릉방향의 7번국도. 스카이베이호텔이 호텔(과학산업단지 빠지는) 가는 방향의 지하차도 100m전 지점에 강아지사체있음.,강아지
1011,2023-09-14 10:08,"7번국도, 주문진=>강릉방향  즈므고가 넘어서 한밭교차로 과속카메라 전에 우측도로에 강아지 사체",강아지
1012,2023-09-14 11:07,노암동 삼익아파트에서 관동대 쪽으로 가다 보면 있는 육교 인근에  고양이 사체  ,고양이
1013,2023-09-14 12:33,농민-남항진 농사를 짖고 있는데 고라니가 빠져 죽었다고함//센인트컨벤션 하천이 내려가는데 건너편 밭이라고함.,고라니
1014,2023-09-14 17:48,난설헌로 강릉중앙감리 못미쳐서 교차로방향 고양이 사체 ,고양이
1015,2023-09-15 12:23,"고양이사체, 범일로555번길 62 앞도로",고양이
1016,2023-09-15 17:48,"[로드킬] 동남아파트 옆 뚝방길 지나가다가 보면 있음, 개인지 고양이 사체",고양이
1017,2023-09-18 08:52,구정프라자 약국에서 회산동 넘어가는 앞 도로(정미소)바로 앞 고양이 로드킬->약국에서 회산동 넘어가는 방향 우회전 하면 바로 있다고 함,고양이
1018,2023-09-18 09:01,로드킬 -> 주문진 해안주차타워 바로 앞 고양이 로드킬 도로한 가운데 박스에 넣어 놨다고 함,고양이
1019,2023-09-18 10:38,연곡면 연곡반점 앞 고양이 로드킬 신고,고양이
1020,2023-09-19 12:58,로드킬 7번국도 법원으로 빠지는길 고양이사체,고양이
1021,2023-09-19 14:30,동물사체 -  강릉우편집중국 들어가는 앞에 간판 화단쪽 중간에 잇음고라니,고라니
1022,2023-09-20 11:35,태평양 아파트/ 주차장에 길고양이 사체 있음,고양이
1023,2023-09-20 12:05,강릉시 율곡로 2944 / 고양이 사체 새마을금고 ,고양이
1024,2023-09-21 09:44,"도로 강아지 사체  - 주문진, 우회도로  ( 환동해본부 지나서 읍사무소 들어가는도로 ,)  ",강아지
1025,2023-09-21 11:58,고양이로드킬신고. 병산동 예향막국수 지나서(안전교육장 못간지점) 2차선도로위에 있음,고양이
1026,2023-09-21 15:26,"비둘기 구조요청,화부산로 21-3",비둘기
1027,2023-09-22 08:47,"7번국도 농산물시장 지나 남강릉주유소지나,  옥계방향 500m 지점, 너구리같다고 하심.",너구리 추정
1028,2023-09-25 09:10,"노브랜드 교동점., 경포방향/고양이 사체",고양이
1029,2023-10-04 09:07,"고양이사체, 위촌길11",고양이
1030,2023-10-04 09:09,고양이종류같음. 위촌길30 ( 더테라스 아리스타 올라가기전에 잇음 ) ,고양이
1031,2023-10-04 09:13,고양이 사체 위촌길 11,고양이
1032,2023-10-04 10:00,"고라니사체-경포오거리에서 보헤미안 커피 가는 쪽  ( 세븐 일레븐 주소  성덕고양길  67, 도착하기 2~30미터 전 밭쪽)전화통화안됨. 길가에 보임. ",고라니
1033,2023-10-04 12:04,고양이사체 신고.위치 -노암동 강남당구장(임영로26번길3) 앞 나무밑에 있음.,고양이
1034,2023-10-04 13:47,주문진 삼덕분교장 바로 앞 도로 강아지로드킬,강아지
1035,2023-10-04 17:15,홍제동 임영로 163번길 강릉시민축구단 합숙소 (고양이 사체),고양이
1036,2023-10-06 08:39,로드킬 -> 청량동 556-5 번지 바로 앞 도로변 고양이 로드킬,고양이
1037,2023-10-10 12:28,로드킬 -> 강릉대로 479번길 도로변 고양이 로드킬 ,고양이
1038,2023-10-10 18:15,경포해변  예전나이트클럽 앞쪽 도로변에 고양이사체신고.,고양이
1039,2023-10-11 14:17,"고라니사체,7번국도 시청~ 원주대방향 가는도중 속도위반 단속카메라 부근. ",고라니
1040,2023-10-11 14:25,로드킬 제보 - 7번국도 강릉원주대 가는길,불명
1041,2023-10-11 14:31,고양이사체 사임당로 유천 동해기정떡 이면 사천방향으로 우회전 굴다리지나고 하나 더 지나다보면 있다고함,고양이
1042,2023-10-11 15:59,안인 화력발전소 정문 앞 도로변 고양이 로드킬,고양이
1043,2023-10-12 08:55,로드킬 -> 박월동 수영장 조금 지나 고양이 로드킬 ,고양이
1044,2023-10-13 08:49,7번국도 시청에서 강릉치대 방향 고양이 로드킬,고양이
1045,2023-10-13 11:05,관솔길 34-19 원룸 건물 옆 고양이인지 강아지 사체가 있음,강아지
1046,2023-10-18 08:31,로드킬 -> 소금강 들어가는 입구 초록민박 다리 건너기 전 고라니 로드킬 ,고라니
1047,2023-10-18 08:34,로드킬 동물사체 -> 로드킬 동물사체 - 남강릉ic에서 학산마을 들어가기 전 중앙분리대 고양이 로드킬 ,고양이
1048,2023-10-18 09:00,로드킬 - 내곡동 하나로마트에서 관동대방향으로 조금만 가다보면 좌측편으로 국밥집이 있는데 바로 앞 도로변.고양이 사체 ,고양이
1049,2023-10-18 09:16,"[로드킬]박월동수영장에서 약 150m 올라가면 왼쪽에 너구리?사체// 박월동~남강릉IC, 100m전 동물사체 등 2건",너구리
1050,2023-10-18 09:26,유천지구 회전교차로에서 과학단지 가는방향  ,불명
1051,2023-10-18 14:13,[로드킬] 유천동~경포동 가는 길  회전교차로 조금 지나서  큰 개 사체 있음,큰 개 
1052,2023-10-18 17:02,고양이인지 강아지인지 정확이 모름 도로에 동물사체  에스오리 남강릉 셀프 주유소(운산동160-1) ,고양이 or 강아지
1053,2023-10-19 10:33,고양이 로드킬 / 즈므고가다리 건너기 전에 / 강릉에서 주문진 방향 즈므고가도로 진입하기 전 ,고양이
1054,2023-10-19 11:18,"[로드킬]고양이가 차에 치임 움직임이없음 -하나님의 교회, 관동석제 앞 ",고양이
1055,2023-10-23 08:39,왕산농협 지나서 500미터 가면 갓길에 너구리인지 오소리인지 안내,너구리 or 오소리
1056,2023-10-23 13:16,"[로드킬] 주문진 강북운동장 앞 도로 , 고양이 사체",고양이
1057,2023-10-24 08:40,7번 국도 안인삼거리 ~ 강릉방향 항시교 다리 가기전 고라니 로드킬,고라니
1058,2023-10-24 09:43,"왕산농협~임계 방향 쪽 200미터,고라니 로드킬",고라니
1059,2023-10-25 08:27,성산에서 시내 방향 4차선 금산할머니 추어탕 있는 지점 (갈색 고라니 아니면 강아지라고 함),고라니 or 강아지
1060,2023-10-25 09:35,"[로드킬] 공군부대 사거리~ 시내쪽으로 나오는  길에 다원캠핑(카) 앞 도로, 고양이 사체",고양이
1061,2023-10-25 15:04,"[로드킬]워싱턴 모델 위에 세븐 일레븐 뒤에 숲풀사이 인도, 고양이 사체 ",고양이
1062,2023-10-25 15:50,"강릉~주문진방향, 주문진 읍사무소 우회전 직전 도로에 진돗개사체 ",개
1063,2023-10-26 15:45,옥천동 임영사거리 엘지전자 바로 앞 고양이 로드킬 ,고양이
1064,2023-10-26 15:46,고양이 로드킬-율곡로 2853 lg베스트전자 앞 도로 ,고양이
1065,2023-10-26 17:07,청설모 로드킬 -> 강문해변 용궁사우나 (창해로 343-1호) 바로 앞 도로변 ,청솔모
1066,2023-10-26 17:56,로드킬신고.입암동 대목아파트다동 고양이사체있음,고양이
1067,2023-10-27 10:07,동물사체 왕산터널 지나서 왕산쪽으로 좌측 ,불명
1068,2023-10-27 13:04,고양이 사체 성산 숲속집에서 성산 안쪽으로 들어 가다 보면 보임 ,고양이
1069,2023-10-27 17:37,고양이사체 강릉중앙감리교회> 초당동 쪽 가는 길목 ,고양이
1070,2023-10-31 10:14,"연곡~주문진방향 7번국도상, 한농농자재 가게 못가서 차선 가운데 고양이사체 있다고함.",고양이
1071,2023-10-31 11:15,주문진초등학교 삼덕분교장 복사꽃 마을 간판 보이는 곳 조금만 가면 고양이 사체 있음,고양이
1072,2023-10-31 14:27,명주로77번길 16 //적십사거리 근,고양이
1073,2023-11-01 09:10,"[로드킬] 고양이, 남강초등학교 혜성맨션 앞 도로",고양이
1074,2023-11-01 18:00,7번국도(법원~시청방향)강릉원주대 입구 신호등 못미처 중앙분리대쪽에 고양이로드킬.,고양이
1075,2023-11-02 10:11,의료원 방향 가로수화단쪽에 너구리 사체가있음.  입구에서 시내방향으로,너구리
1076,2023-11-02 11:52,로드킬 -> 법원에서 시청 방향 원주대입구쪽 중앙분리대 고양이 로드킬,고양이
1077,2023-11-02 14:20,개가 치어서 사체 / 구정면 금강리 1538 ,개
1078,2023-11-02 14:50,내곡동 관대길 36 시유편의점 건너편 고양이 사체 ,고양이
1079,2023-11-02 15:38,동물사체 신고 . 관대길38. 1층 자유pc방 앞.,불명
1080,2023-11-03 08:40,남강릉ic나와서  농심물류센터 부근 동물사체,불명
1081,2023-11-03 08:45,"[로드킬] 고양이, 중앙 교회 회전교차로 에서 중앙교회 주차장 들어가는 첫번째 입구 ",고양이
1082,2023-11-03 09:06,길가에 고양이 사체 원대로 30번길 5-1 대문앞 교1동,고양이
1083,2023-11-03 09:12,"로드킬 신고 - 위치 : 종합운동장에서 경포로 나가는 회전교차로 있는 쪽, 강릉중앙교회 쪽 횡단보도에 검은 고양이 사체  ",고양이
1084,2023-11-08 08:57,로드킬 -> 동아오트카 맞은편 막둥이네반찬가게(화부산로 12-3) 고양이 로드킬,고양이
1085,2023-11-08 09:21,로드킬 - 율곡초 정문앞에 고양이 사체 ,고양이
1086,2023-11-08 09:25,율곡초앞 길거리 고양이 사체 하이빌하고 학교 사이 ,고양이
1087,2023-11-08 14:30,"사임당로 과학단지~유천방향, 리더스 골프장 조금 못가서 고양이 사체, ",고양이
1088,2023-11-08 16:26,동물사체-원대로 22 성풍빌딩 1차로 대로변,불명
1089,2023-11-10 10:16,"[로드킬] 오봉저수지~왕산대리기 가는 도로, 고양이 사체",고양이
1090,2023-11-13 11:10,"[로드킬]7번국도 동해1터널 지나 정동진가는 방향 정동진삼거리 직전, 고라니 사체",고라니
1091,2023-11-13 16:38,"[로드킬] 병산동 성덕로 126, 남강릉현대서비스 도로앞 고양이 사체 ",고양이
1092,2023-11-13 16:39,병산동 남강릉 현대자동차 앞 도로에 고양이 사체,고양이
1093,2023-11-14 08:30,"남강릉ic~s오일주유소 부근, 노루사체",노루
1094,2023-11-14 08:32,"[로드킬]남강릉 농심물류센터에서 조금 올라가면 반대편 차선, 고라니 사체",고라니
1095,2023-11-14 08:36,[로드킬]남강릉ic나와서  농심물류센터 부근 동물사체,불명
1096,2023-11-14 09:15,남강릉ic~s-오일부근 고라니사체,고라니
1097,2023-11-14 13:21,고라니 사체 - 즈므과학단지에서 원주대 치대 위쪽 로타리 가기 800m전 도로에 있음,고라니
1098,2023-11-14 14:52,"교1동 , ok스크린골프 앞도로 고양이사체 ",고양이
1099,2023-11-15 12:58,"[로드킬]유천동, 동해방향 7번국도 소방서 가기직전 중앙분리대 ,고양이사체",고양이
1100,2023-11-15 17:49,로드킬신고.터미널5거리 워싱턴모텔앞 도로.,불명
1101,2023-11-17 08:57,고양이 사체 신리천로 322 인근 ,고양이
1102,2023-11-17 09:04,도로변에 청솔모 사체//입암동 원예본점 강남촌식당  주차장,청솔모
1103,2023-11-17 09:42,"7번국도에서 자이 아파트 지나서 큰사거리 지나서 좀더 가면 (정동진방향)  , 오른쪽으로 모산으로 빠지기전 그 사잇길 고양이 사체 ",고양이
1104,2023-11-17 18:06,제일은행입구 인구에 고양이 사체있음.,고양이
1105,2023-11-20 10:28,들고양이 사체 경포 소방서 버스정류장 ,고양이
1106,2023-11-20 18:13,다친 고라니 도움요청.소금강추어탕 가는 방향 2차선도로위에 있음.,고라니
1107,2023-11-21 09:03,농산물시장에서 강동면사무소 가는 방향 회전교차로 가기 전 굴다리 부근,불명
1108,2023-11-21 12:13,다친 너구리 도움 요청.사천면 미조리 버스종점 앞에 슬라브지붕 집있음. 그집 옆쪽에 나무밑에 있음,너구리
1109,2023-11-24 08:44,[로드킬]동해1터널 가기전 우측 고라니 사체,고라니
1110,2023-11-24 08:52,"고양이사체, 동해대로3419 주문진=> 강릉방향, 한밭교차로/송원웨딩홀 건너편",고양이
1111,2023-11-24 10:33,새끼고양이사체 신고.강일여고 정문 옆쪽에 삼성서비스센터 바로앞 도로.,고양이
1112,2023-11-24 16:09,주문삼거리 도로 매가 다쳐서 도로 위에 있음. ,매
1113,2023-11-24 16:41,"베란다 창문에 비둘기가 부딪혀서 떨어졌음. , 연곡면 해안로 1194 ",비둘기
1114,2023-11-27 09:00,"고양이사체 - 주문진~장덕리 삼덕분교장 그쪽 가기 전에, 메기촌 식당 50m 정도 가야함",고양이
1115,2023-11-27 15:19,강릉 과학단지 내 벤처2공장 바로 뒤편에 꿩 로드킬 ,꿩
1116,2023-11-28 08:59,"교통과, 로드킬 노루인지 사슴인지 모르겠음. 사천아산병원가기전 GS주유소 앞,  차 들어오는 입구 길옆",노루 or 사슴
1117,2023-11-28 12:52,강동면 안인 초가집가기전,오소리
1118,2023-11-29 08:32,"7번국도 옥계방향, 안인삼거리 전 다리(상시교)지나기 전, 고라니 사체",고라니
1119,2023-11-29 18:09,고양이 로드킬신고.구정 삼교리동치미 막국수 입구 건너편도로(테라로사 방향),고양이
1120,2023-11-30 16:20,고양이사체 처리.임당회전교차로에서 교동꽃화원 방향 도로에 새끼고양이 사체 있음.,고양이
1121,2023-12-01 08:55,장덕리 은행나무 전 노동교 다리 못미쳐서 사체있다고 하심.,불명
1122,2023-12-01 11:51,(로드킬)한솔초등학교 사거리에서 경포 방향  고양이 로드킬,고양이
1123,2023-12-01 18:11,고양이사체 처리요청.경포로15번길6-10 리틀비틀키즈카페 앞에 있음.,고양이
1124,2023-12-05 09:55,"고라니사체 신고.옥계한라시멘트 지나서(동해방향), 도직 교차로 도착전쯤에 있음.",고라니
1125,2023-12-06 10:02,치대 건너편 소나무 공원 내리막길 가로수 사이에 비둘기 사체,비둘기
1126,2023-12-06 14:36,"경포호수 조류전망대에서 벛꽃길로 나가는데 황새,백로 한마리가 다리가다쳐서 바위같은데 앉아있음",황새 or 백로
1127,2023-12-07 08:51,"구정하나로마트~테라로사 방향, 굴다리 넘으면 우측에 강릉고시원 들어가는 골목입구, 강아지사체",강아지
1128,2023-12-08 16:57,"강릉 ywca 앞, 고양이사체",고양이
1129,2023-12-08 16:59,종합운동장/ 이마트 24 맞은편 쪽에 라인에 고양이가 로드킬   ,고양이
1130,2023-12-08 17:28,고양이사체  신고.종합운동장에서 자이아파트 분양홍보관 방향도로 1차선에 있음.,고양이
1131,2023-12-13 08:57,노암대림~오르막길 우측 교회 있고 초가집 남산 차일드 유 영어학원 올라가는 길  넘어가는 고양이 사체,고양이
1132,2023-12-14 13:20,시청 앞 비둘기 사체가 있어서 치워주길 요청 시위하시는 분들 건너편 횡단보도 있는 곳 철조망 앞,비둘기
1133,2023-12-14 15:09,솔올로 67,고양이
1134,2023-12-15 08:58,"로드길 옥계 한라시멘트쪽에서 강릉방향으로 오다보면  주수교 오기전에 있음 , , 고라니 ",고라니
1135,2023-12-19 08:43,"7번국도 강릉방향, 동해1터널 나와서100미터 진행하면 고라니사체 ",고라니
1136,2023-12-19 13:03,"사천병원에서 주문진방향으로 1키로 가면 , 고라니 있음.  중앙분리대사이",고라니
1137,2023-12-19 14:06,[로드킬]비둘기 사체 안목바닷가 브라보칼국수와 파트아트펜션사이 바닷가쪽 도로,비둘기
1138,2023-12-19 15:09,"고양이 한마리가  치어죽음. 중앙시장 2길 44 앞에 도로, 봉투에 담아서 옆에두었음.그린두부 가게앞에 봉투에 담아서 옆에두었음.  ",고양이
1139,2023-12-19 16:37,고양이사체 명주로 17번길 22  해람중학교 뒤편 삼보만물경매장 근처라고함,고양이
1140,2023-12-19 17:37,로드킬 -> 회산 이놈의커피 바로 앞 도로변 고양이 로드킬 ,고양이
1141,2023-12-19 17:40,다친 야생동물 도움 요청.로드세븐 카페에서 뒷쪽으로100m전구간에 다친야생동물있음,불명
1142,2023-12-19 18:01,다친 야생동물 도움 요청.관동대학교 회전교차로~7번국도가는 방향의 중간지점.,불명
1143,2023-12-19 18:12,로드킬신고.내곡동 신화건설 앞쪽도로.,불명
1144,2023-12-21 09:52,성덕로 97 바로앞 도로변 고양이 로드킬,고양이
1145,2023-12-21 09:55,도로에 길고양이 죽어있음. 병산동 예당간장 가게앞에 사거리 횡단보도에 있음. 인도쪽으로 올려 놓음  ,고양이
1146,2023-12-22 09:12,도로에 고라니 사체 북강릉 아이씨 ,고라니
1147,2023-12-22 10:04,고양이 로드킬 ( 주문진 코리아모텔 옆에 파도식당 길건너 치워놓았음)  ,고양이
1148,2023-12-22 16:21,"시청에서 터미널오거리 방향, 속초방면으로 좌회전 직전 도로 한가운데 청둥오리 한마리가 뒤집어져 버둥거리고 있다고 연락주심.",청둥오리
1149,2023-12-27 09:59,로드킬 -> 병무청에서 청량동 회전교차로 가는 방향 도로변 ,불명
1150,2023-12-28 13:48,고라니 사체 - 구정면 학산리 범일로 117-9 집 뒤 배수로 죽어있음,고라니
1151,2023-12-29 10:41,고양이사체 시청에서 세로카페 근처,고양이
1152,2023-12-29 10:51,"옥계면 헌화로 449-6,  너구리와 고양이옥계횟집 뒷편이라고 하심","너구리, 고양이"
